index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Genoa's Trust	100	1		2		51	49	9mt	jagged star			5	5000	oran	oran		invmst				dmg%		190	240	res-all		25	50	pierce-ltng		25	25	extra-fire		15	15	freeze		3	3	mana		50	50	cheap		10	15																					0
Frantic Distress	100	1		2		56	53	9fl	knout			5	5000	lgrn	lgrn		invfla				dmg%		200	250	howl		90	90	swing3		30	30	move3		40	40	dex		25	25	gethit-skill	58	5	10	sock		2	2	dmg-min		50	60																	0
Fist of Lachdonnan	100	1		1		59	55	7ma	Reinforced Mace			5	5000	oran							dmg%		200	275	enr		25	25	oskill	shiver armor	2	5	aura	115	3	5	fireskill		1	1	dmg-demon		200	200	pierce-fire		10	10	dmg-fire		75	200																	0
Stormlash	100	1		2		86	82	7fl	scourge			3	5000	dgry	dgry						dmg%		240	300	swing2		30	30	hit-skill	Static Field	15	10	hit-skill	Tornado	20	18	dmg-ltng		1	473	light-thorns		30	30	crush		33	33	abs-ltng		3	9																	0
Scepters																																																																					0
Ambercall	100	1		2		12	8	scp	scepter			5	5000	cred	cred						dmg%		100	150	fire-min		6	9	fire-max		15	20	oskill	shout	1	1	vit		10	10	dex		10	10																									0
Angel's Grace	100	1		2		25	22	gsc	grand scepter			5	5000	whit	whit						dmg%		130	180	pal		1	1	dmg-undead		150	150	dmg-demon		200	200	swing2		20	20	balance2		15	15	red-dmg%		10	15																					0
Dawnskein	100	1		2		32	29	wsp	war scepter			5	5000	lgld	lgld						dmg%		150	200	dmg-norm		10	20	allskills		1	1	lifesteal		5	8	light		3	7	mana/lvl	8			hp/lvl	8																							0
Heavenly Wrath	100	1		2		42	39	9sc	rune scepter			5	5000	whit	whit						dmg%		190	240	skill-rand	3	96	125	skill-rand	2	96	125	skill-rand	2	96	125	dmg/lvl	8			res-fire		75	75	res-cold		35	50																					0
Dragon Mephit	100	1		2		52	48	9qs	holy water sprinkler			5	5000	cgrn	cgrn						dmg%		200	250	dmg-fire		100	200	pierce-fire		15	15	swing2		25	25	cast1		15	15	mana		50	50	dex		10	10	mag%		35	35																	0
Lord of Riddles	100	1		2		58	54	9ws	divine scepter			5	5000								dmg%		225	260	dmg-max		25	35	heal-kill		5	8	regen		5	5	skill-rand	4	96	125	skill-rand	3	96	125	allskills		2	2	res-all		20	20																	0
Wrath Of Heaven	100	1		1		82	77	7qs	Seraph Rod			5	5000	whit							dmg%		200	300	swing2		20	20	extra-fire		20	20	oskill	Fire Wall	8	12	oskill	fire mastery	8	12	abs-fire		15	30	res-all		35	50	block		15	20																	0
Knives																																																																					0
Darkflayer	100	1		2		9	6	dgr	dagger			5	5000								dmg-norm		7	15	swing1		15	15	allskills		1	1	res-all		10	15	noheal		1	1																													0
Prisoner's Anguish	100	1		2		17	14	dir	dirk			5	5000								dmg%		150	200	dmg-max		6	10	deadly		50	50	lifesteal		4	7	skill	66	1	3	skill	72	1	3	skill	73	1	3																					0
Zenkiller	100	1		2		27	22	kri	kris			5	5000								dmg%		175	200	slow		20	20	oskill	sacrifice	1	3	sock		2	2	res-fire		20	25	extra-pois		15	15																									0
Deathprick	100	1		2		32	29	bld	blade			5	5000								dmg-norm		15	30	dmg-pois	100	145	145	deadly		15	25	crush		15	25	block		10	15	block1		15	15	move1		15	15																					0
Chimera's Claw	100	1		2		42	37	9dg	piognard			5	5000	blac	blac		invdgr				dmg%		170	220	block		20	25	res-fire		25	30	deadly		25	25	dex		15	15	hit-skill	49	5	9	lifesteal		4	7																					0
Sweetwhisper	100	1		2		47	42	9di	rondel			5	5000	dyel	dyel		invdir				sor		1	1	dmg%		175	225	heal-kill		5	7	addxp		5	5	cheap		15	15	charged	32	10	10	mag%		25	25																					0
Basalisk's Touch	100	1		2		52	46	9kr	cinquedeas			5	5000	lgld	lgld		invkrs				dmg%		180	230	slow		25	25	dmg-pois	75	657	657	oskill	dim vision	5	7	ac		100	100	ignore-ac		1	1	dmg/lvl	6			res-curs-len		15	15																	0
Falcon Talon	100	1		2		58	50	9bl	stilleto			5	5000	lyel	lyel		invbld				dmg%		190	240	swing3		30	30	move2		30	30	charged	teleport	250	1	oskill	raven	6	6	deadly/lvl	12			dex%		5	10	res-cold		25	50																	0
Fall Of Myth Drannor	100	1		1		68	62	7di	Mithral Point			5	5000								dmg-min		20	40	dmg-max		75	100	regen		-15	-15	mag%		35	35	block		50	75	block3		50	50	cast3		35	35	mana%		25	25																	0
Spears																																																																					0
Zealot's Branch	100	1		2		16	12	spr	spear			5	5000								dmg%		100	150	swing1		20	20	skill	106	3	3	res-pois		15	15	vit		10	10	str		10	10																									0
Deceiver's Device	100	1		2		19	15	tri	trident			5	5000								dmg%		110	165	move2		25	25	cheap		15	15	res-ltng		35	35	lifesteal		5	5	att		225	225																									0
Fangtree	100	1		2		25	20	brn	brandistock			5	5000	dgry	dgry						dmg%		130	180	bloody		1	1	deadly/lvl	16			gethit-skill	81	25	3	sock		2	3																													0
Ruemonger	100	1		2		28	26	spt	spetum			5	5000								dmg%		150	200	dmg-norm		10	20	stupidity		1	1	oskill	spear mastery	2	2	lightningskill		1	1	extra-ltng		15	15	pierce-ltng		20	20																					0
Woodclaw	100	1		2		33	30	pik	pike			5	5000								dmg%		180	200	dmg-norm		10	40	addxp		3	8	swing2		30	30	sock		1	6																													0
Mandrake	100	1		2		38	35	9sr	war spear			5	5000	blac	blac		invspr				dmg%		180	230	heal-kill		8	8	lifesteal		6	8	hp		65	65	swing2		20	20	addxp		3	5	hit-skill	49	9	5																					0
Frostband	100	1		2		42	39	9tr	fuscina			5	5000	cblu	cblu		invtri				dmg%		185	235	hit-skill	44	4	17	dmg-cold	175	200	250	allskills		1	1	str		15	15	enr		25	25	res-cold		25	25	res-fire		30	50																	0
Fear and Loathing	100	1		2		47	44	9br	war fork			5	5000	dgld	dgld		invbrn				dmg%		190	240	dmg-norm		40	80	gethit-skill	77	6	4	hit-skill	86	10	3	swing3		30	30	manasteal		5	8	move2		20	20																					0
Dreams of Empire	100	1		2		51	47	9st	yari			5	5000	oran	oran		invspt				dmg%		205	255	crush		25	25	balance3		40	40	addxp		10	10	hp%		5	15	oskill	valkyrie	1	3	mag%		40	50	gold%/lvl	24																			0
Jouster's Boast	100	1		2		55	50	9p9	lance			5	5000				invpik				dmg%		215	260	bar		2	2	swing3		25	25	lifesteal		12	12	oskill	spear mastery	3	3	indestruct		1	1	dmg/lvl	16																							0
Breath Of Fire	100	1		1		62	58	7tr	Stygian Pike			5	5000	dred							dmg%		200	250	swing3		30	30	oskill	inferno	40	40	res-fire		75	75	pierce-fire		30	30	abs-fire%		25	25																									0
Spirit Light	100	1		1		75	72	7st	Ghost Spear			5	5000	cblu	cblu						ethereal		1	1	indestruct		1	1	dmg%		200	300	ease		25	25	light		7	7	swing3		50	50	lifesteal		12	15	gethit-skill	60	50	12																	0
Polearms																																																																					0
Knave's Ascendence	100	1		2		13	10	bar	bardiche			5	5000								dmg%		100	150	ac		25	50	str		15	15	dex		10	10	vit		10	10	hp		35	35																									0
Oreseeker	100	1		2		17	14	vou	voulge			5	5000	blac	blac						dmg%		115	165	gold%		150	150	mag%		25	25	charged	142	100	5	ease		-35	-35	cheap		5	5																									0
Rebuker	100	1		2		22	19	scy	scythe			5	5000								dmg%		120	170	knock		2	2	slow		20	20	stupidity		2	2	sock		2	2																													0
Landsplitter	100	1		2		27	24	pax	poleaxe			5	5000	dgrn	dgrn						dmg%		135	185	swing2		30	30	heal-kill		5	8	skill	235	2	4	skill	244	2	4	skilltab	16	1	2																									0
Ripskin	100	1		2		31	28	hal	halberd			5	5000								dmg%		150	200	lifesteal		7	7	manasteal		7	7	regen		5	5	regen-mana		25	25	res-cold		15	25	res-ltng		15	25																					0
Slayer's Debt	100	1		2		36	32	wsc	war scythe			5	5000	oran	oran						dmg%		175	200	dmg-norm		15	30	allskills		1	1	regen		-5	-5	ease		20	20	swing1		15	15	oskill	corpse explosion	1	4																					0
Fire Mephit	100	1		2		41	38	9b7	lochaber axe			5	5000	cred	cred		invbar				dmg%		180	230	dmg%/lvl	9			dmg-fire		1	200	gethit-skill	46	12	13	res-fire		35	45	swing2		20	20	allskills		1	1																					0
Sunderblight	100	1		2		46	42	9vo	bill			5	5000	lgry	lgry		invvou				dmg%		185	235	dmg-dem/lvl	12			att-demon		200	200	demon-heal		20	25	hp		50	50	res-all		25	35	gethit-skill	87	7	3																					0
Survival Instinct	100	1		2		47	45	9s8	battle scythe			5	5000	whit	whit		invscy				dmg%		190	240	red-dmg%		15	25	red-mag%		20	25	balance2		30	30	move2		20	20	swing2		25	25	dmg-cold	100	50	80																					0
Trial by Fire	100	1		2		52	49	9pa	partizan			5	5000				invpax				dmg%		200	250	dmg-fire		75	150	pierce-fire		15	20	aura	102	4	7	oskill	fire wall	5	8	res-fire-max		5	15	res-fire		20	50	sock		2	2																	0
Father of Nations	100	1		2		56	51	9h9	bec-de-corbin			5	5000	dgld	dgld		invhal				dmg%		210	260	all-stats		25	25	hp%		15	15	mana%		15	15	lifesteal		8	11	manasteal		6	9	swing3		40	40	dmg-norm		50	100																	0
Dawn of the Dead	100	1		2		58	53	9wc	grim scythe			5	5000				invwsc				dmg%		220	270	swing3		35	35	oskill	skeleton mastery	5	8	oskill	revive	5	8	dmg-undead		250	250	dmg-cold	200	35	70	slow		20	20																					0
Kydra's Judgement	100	1		1		64	60	7vo	Colossus Voulge			5	5000								dmg%		200	250	dmg%/lvl	8			hit-skill	45	20	8	res-cold		45	45	dmg-cold		75	125	freeze		1	3	reduce-ac		10	10	str%		5	5																	0
Dreadfear	100	1		1		82	77	7h7	Great Poleaxe			5	5000								dmg%		300	450	sock		3	6	howl		100	100	vit		100																																		0
Staves																																																																					0
Puzzler's Mystery	100	1		2		7	6	sst	short staff			5	5000	cblu	cblu						dmg-norm		5	10	skill-rand	2	36	44	skill-rand	2	36	44	mana		25	25	swing2		20	20																													0
Puppeteer's Staff	100	1		2		15	12	lst	long staff			5	5000								dmg%		110	150	skill-rand	1	36	50	skill-rand	2	36	50	skill-rand	2	36	50	fireskills		1	1	cast2		20	20	oskill	clay golem	5	7	oskill	summon spirit wolf	3	3																	0
Sage's Retort	100	1		2		20	17	cst	gnarled staff			5	5000	oran	oran						dmg%		125	175	gethit-skill	44	50	2	gethit-skill	42	3	7	regen-mana		75	75	mana%		15	15	kill-skill		6	6																									0
Strange Alchemy	100	1		2		26	23	bst	battle staff			5	5000								oskill	warmth	1	3	oskill	frozen armor	1	3	oskill	bone armor	1	3	oskill	cyclone armor	1	3	dmg-norm		15	30	swing2		20	20	dmg%		100	100																					0
Riddlesolver	100	1		2		32	29	wst	war staff			5	5000								dmg%		150	200	skill-rand	2	36	65	skill-rand	3	36	65	skill-rand	3	36	65	sor		1	1	cast2		25	25	balance2		30	30																					0
Staff of Shadows	100	1		2		38	36	8ss	jo staff			5	5000	blac	blac		invsst				skill-rand	3	36	65	skill-rand	3	36	65	skill-rand	3	36	65	cast2		20	20	gethit-skill	71	11	2	red-dmg		8	12	stam		75	75	allskills		1	1																	0
Silence of the Sphinx	100	1		2		41	39	8ls	quarterstaff			5	5000				invlst				skill-rand	2	36	65	skill-rand	2	36	65	skill-rand	2	36	65	sor		2	2	dmg-to-mana		15	15	addxp		3	5	cheap		10	15	mag%		60	60	sock		2	2													0
Rubydawn	100	1		2		46	42	8cs	cedar staff			5	5000	cred	cred		invcst				skill-rand	4	66	95	skill-rand	3	66	95	skill-rand	2	66	95	nec		2	2	cast2		20	20	mana%		15	15	oskill	fire mastery	3	6	oskill	47	6	8																	0
Grace of Isis	100	1		2		51	47	8bs	gothic staff			5	5000	dgld	dgld		invbst				dmg%		200	265	dru		1	2	skill-rand	3	221	250	skill-rand	2	221	250	skill-rand	3	221	250	dmg-norm		30	60	swing3		40	40	ignore-ac		1	1	crush		20	20													0
Survivor's Sonata	100	1		2		55	50	8ws	rune staff			5	5000				invwst				skill	48	3	5	skill	60	3	5	hp		75	75	cast2		25	25	allskills		2	2	addxp		5	5	gold%		200	200	mag%/lvl	10																			0
Jadrik's Torment	100	1		1		55	49	6ss	Walking Stick			5	5000								enr		35	35	cast3		40	40	move3		50	50	dmg%		200	300	swing3		55	55	str		-50	-50	hp		200	200																					0
Gorgon Strength	100	1		1		58	55	6ls	Stalagmite			5	5000	oran	oran						str		100	100	mana		150	150	sor		3	3	mag%/lvl	8			res-all		25	25	ac/lvl	40																											0
Sanctuary	100	1		1		81	76	6bs	Shillelah			5	5000	cred							cast2		20	20	mana		220	220	ac		350	550	red-dmg%		50	50	sor		2	2	mana%		25	25																									0
Wands																																																																					0
Bitter Sorrow	100	1		2		12	9	wnd	wand			5	5000								dmg-min		2	7	dmg-max		12	20	skill-rand	3	66	75	skill-rand	3	66	75	sock		2	2																													0
Ire of Astaroth	100	1		2		22	19	ywn	yew wand			5	5000								skill-rand	1	66	80	skill-rand	2	66	80	skill-rand	2	66	80	skill-rand	3	66	80	nec		1	1	mana		40	40	cast2		25	25																					0
Child's Laughter	100	1		2		29	26	bwn	bone wand			5	5000								skill	72	3	5	skill	77	3	5	skill	81	3	5	levelup-skill	nova	100	40	mag%		50	50	addxp		4	4	extra-pois		25	25																					0
Scream of Despair	100	1		2		35	32	gwn	grim wand			5	5000								nec		2	2	skill-rand	3	66	95	skill-rand	5	66	95	gethit-skill	77	25	8	mana		20	20	hp		50	50	str		20	20																					0
Apocalypse Fire	100	1		2		42	39	9wn	burnt wand			5	5000	dred	dred		invwnd				charged	62	100	30	charged	51	100	30	charged	225	100	30	charged	244	100	30	addxp		10	10	res-all		65	65	cast2		25	25	magicskill		1	1																	0
Huclavee's Flinch	100	1		2		46	42	9yw	petrified wand			5	5000				invywn				dmg-norm		40	80	dmg%		175	200	swing3		35	35	knock		3	3	slow		25	25	oskill	zeal	8	8	lifesteal		8	8																					0
Wand of Fireballs	100	1		2		47	45	9bw	tomb wand			5	5000	oran	oran		invbwn				gethit-skill	47	25	15	all-stats		20	20	skill-rand	3	66	95	skill-rand	3	66	95	fireskill		1	1	cast2		25	25	sock		1	1	poisonskill		1	1																	0
Gravedancer's Union	100	1		2		51	49	9gw	grave wand			5	5000	dgry	dgry		invgwn				skill-rand	1	66	95	skill-rand	2	66	95	skill-rand	3	66	95	skill	69	2	5	mana		100	100	res-cold		25	40	res-pois		50	50	heal-kill		10	15																	0
Darkmantle	100	1		1		56	50	7wn	Polished Wand			5	5000	blac	blac						nec		1	3	oskill	dim vision	5	5	mana		50	50	skill-rand	7	66	95	rip		1	1	cast3		40	40	regen		35	35	ac/lvl	24																			0
Spectral Image	100	1		1		66	61	7yw	Ghost Wand			5	5000								allskills		1	1	res-all		25	35	addxp		5	10	abs-cold%		15	20	abs-ltng%		15	20	abs-fire%		15	20	skilltab	8	2	5																					0
Bows																																																																					0
Violetwing	100	1		2		8	7	sbw	short bow			5	5000	dpur	dpur		invsbw				dmg-norm		4	8	swing1		15	15	skill	6	3	3	move2		20	20																																	0
Carrion Wing	100	1		2		12	10	hbw	hunter's bow			5	5000	dgry	dgry		invhbw				dmg%		100	150	dmg-max		6	10	dmg-undead		200	200	extra-fire		20	20	sock		1	2																													0
Gale Song	100	1		2		18	15	lbw	long bow			5	5000				invlbw				dmg%		100	150	dmg-norm		5	12	ama		1	1	howl		144	144	dex		20	20	ease		-25	-25																									0
Warpwind	100	1		2		22	18	cbw	composite bow			5	5000				invcbw				dmg%		125	175	dmg-norm		3	15	swing2		25	25	knock		1	1	skill	12	6	6	mana		35	35																									0
Willowsting	100	1		2		25	22	sbb	short battle bow			5	5000				invsbb				dmg%		125	175	gethit-skill	67	12	7	ease		-25	-25	balance2		20	20	gold%		50	100	lifesteal		6	6																									0
Beeswarm	100	1		2		29	26	lbb	long battle bow			5	5000				invlbb				dmg%		140	190	dmg-norm		10	20	oskill	multiple shot	6	6	swing2		25	25	allskills		1	1																													0
Ranger's Sting	100	1		2		33	29	swb	short war bow			5	5000				invswb				dmg-min		5	15	dmg-max		30	45	bar		2	2	swing2		20	20	oskill	strafe	6	6	dex		35	35	manasteal		6	6																					0
Finalflight	100	1		2		36	31	lwb	long war bow			5	4000				invlwb				dmg-min		10	20	dmg-max		40	60	dmg%		100	125	rip		1	1	addxp		5	5	gethit-skill	54	10	1	ac		100	100																					0
Dead to the World	100	1		2		39	35	8sb	edge bow			5	5000	blac	blac		invsbw				dmg%		175	225	swing2		25	25	regen		5	5	oskill	guided arrow	4	4	charged	95	8	35	pierce		25	25	lifesteal		6	6																					0
Iceweaver	100	1		2		42	37	8hb	razor bow			5	5000	whit	whit		invhbw				dmg%		185	235	oskill	ice arrow	5	5	charged	60	3	10	gethit-skill	44	8	4	dmg-cold	300	40	80	extra-cold		15	15	dmg-norm		20	40																					0
Bow of the Dead	100	1		2		44	40	8lb	cedar bow			5	5000	dgry	dgry		invlbw				dmg%		190	240	reanimate	649	10	10	res-cold		35	35	dmg-undead		150	150	manasteal		5	7	dex%		10	10	allskills		1	1																					0
Ranger's Path	100	1		2		46	42	8cb	double bow			5	5000	dgrn	dgrn		invcbw				dmg%		195	250	allskills		2	2	swing2		25	25	dmg-max		30	40	charged	247	5	10	deadly/lvl	12			mag%		40	70																					0
Pride's Paradox	100	1		2		49	45	8s8	short siege bow			5	5000				invsbb				dmg%		200	255	knock		2	2	dmg-cold	1000	1	1	freeze		3	3	pierce		30	30	sock		2	3																									0
Crimson Crusade	100	1		2		52	48	8l8	long siege bow			5	5000	dred	dred		invlbb				dmg%		210	265	swing2		20	20	hp		45	45	mana		65	65	bloody		1	1	noheal		1	1	openwounds		100	100	dmg-norm		20	40																	0
Remorhaz	100	1		2		55	50	8sw	rune bow			5	5000	cblu	cblu		invswb				dmg%		225	275	swing3		40	40	ama		1	1	res-fire		75	75	pierce-fire		30	30	oskill	immolation arrow	3	3	charged	17	100	10	move3		30	30																	0
Harper's Call	100	1		2		57	53	8lw	gothic bow			5	5000	oran	oran		invlwb				dmg%		225	275	dmg/lvl	8			allskills		1	1	all-stats		15	15	ease		-20	-20	regen		12	15	manasteal		8	8																					0
Black Widow	100	1		1		56	51	6sb	Spider Bow			5	5000	blac	blac						dmg%		175	225	swing		20	20	dmg-pois	150	900	900	slow		25	25	fade		1	1	move3		50	50	dex/lvl	4																							0
Razor Strike	100	1		1		58	55	6hb	Blade Bow			5	5000	dpur	dpur						dmg%		200	250	bloody		1	1	noheal		1	1	crush		20	30	dex		25	25	sock		2	2	aura	fanaticism	1	1																					0
Death Shade	100	1		1		62	60	6lb	Shadow Bow			5	5000	blac	blac						dmg%		220	270	swing2		25	25	oskill	revive	5	5	oskill	skeleton mastery	5	12	res-all		35	35	knock		2	2																									0
Phantom Pegasus	100	1		1		66	64	6cb	Great Bow			5	5000	oran							dmg%		200	300	move3		25	25	vit		35	35	cast2		25	25	allskills		2	2	addxp		12	12	hp%		15	25																					0
Celestial Strike	100	1		1		72	67	6s7	Diamond Bow			5	5000								dmg%		100	150	dmg-cold	400	75	100	dmg-fire		250	400	dmg-ltng		1	500	manasteal		8	10	lifesteal		6	12	all-stats		20	30	kill-skill	inner sight	100	5	dmg-norm		20	40													0
Crossbows																																																																					0
Nail Flinger	100	1		2		16	12	lxb	light crossbow			5	5000				invlxb				dmg%		100	150	dmg-max		7	12	pierce		100	100	red-dmg		4	6	red-mag		2	5																													0
Janglebright	100	1		2		22	18	mxb	crossbow			5	5000	whit	whit		invmxb				dmg%		125	175	light		3	5	res-all		25	25	balance2		15	15	swing1		10	10	sock		1	1																									0
Spikethrower	100	1		2		27	24	hxb	heavy crossbow			5	5000				invhxb				dmg%		150	200	dmg-norm		10	20	crush		25	25	deadly		25	25	noheal		1	1	ama		1	1																									0
King's Nail	100	1		2		36	30	rxb	repeating crossbow			5	5000				invrxb				allskills		1	1	oskill	guided arrow	3	5	swing2		30	30	lifesteal		5	5	manasteal		3	3	gold%		50	50	hit-skill	87	15	3	dmg-min		10	20	dmg-max		30	50	dmg%		100	125									0
Garlana Firebolt	100	1		2		44	38	8lx	arbalest			5	5000	dred	dred		invlxb				dmg%		180	240	swing2		25	25	ama		1	1	oskill	exploding arrow	6	6	res-cold		25	40	dmg-norm		15	30	fireskill		2	2																					0
Raven Myst	100	1		2		48	43	8mx	siege crossbow			5	5000	whit	whit		invmxb				dmg%		150	150	dmg/lvl	13			swing3		30	30	oskill	raven	5	5	aura	120	3	6	sock		2	2	knock		1	1																					0
Senmet's Boltcaster	100	1		2		52	47	8hx	ballista			5	5000	dpur	dpur		invhxb				dmg%		200	250	swing2		25	25	heal-kill		15	15	addxp		5	5	charged	149	10	10	balance2		20	20	magicarrow		1	1																					0
Widow's Refrain	100	1		2		59	54	8rx	chu-ko-nu			5	5000	dgry	dgry		invrxb				dmg%		215	270	swing2		20	20	dmg-norm		25	50	charged	quickness	17	12	charged	fade	22	8	dmg-to-mana		12	12	rip		1	1																					0
Javelins																																																																					0
Leafrazor	100	1		2		9	6	jav	javelin			5	5000								dmg%		100	150									dmg-norm		2	4	deadly		35	35	pierce		40	40	skill	9	1	2																					0
Stone Eater	100	1		5		5	3	jav	Javelin			5	5000	lgry	lgry						dmg-norm		3	8	hp		20	20	ac		45	75	red-dmg		2	4	red-mag		2	4	block		10	15																									0
Skyglow	100	1		2		17	15	pil	pilum			5	5000	oran	oran						dmg%		100	165									dmg-fire		8	12	ama		1	1	block2		20	20	heal-kill		5	5																					0
Luck Chaser	100	1		5		15	11	pil	Pilum			5	5000								dmg%		60	100	bar		1	1	ama		1	1	oskill	critical strike	1	1	swing1		15	15	res-ltng		25	25																									0
Teeth of Infinity	100	1		2		25	21	ssp	short spear			5	5000								dmg%		135	185									oskill	teeth	5	5	charged	67	250	30	swing2		20	20	lifesteal		7	7																					0
Pridebreaker	100	1		5		22	17	ssp	Short Spear			5	5000	whit	wnit						dmg%		60	100					dmg-throw		5	10	dmg-demon		75	75	att		75	75																													0
Sting of Humiliation	100	1		2		32	28	glv	glaive			5	5000								dmg%		160	200									bar		1	1	skill	140	5	5	howl		144	144	res-all		35	35																					0
Mind Creche	100	1		5		27	24	glv	Glaive			5	5000	oran							dmg%		90	120	mana		40	40	ease		-35	-35	cast1		15	15	oskill	poison javelin	1	2	deadly		25	40	stupidity		1	1																					0
Splinterfreeze	100	1		2		34	32	tsp	throwing spear			5	5000	cblu	cblu						dmg%		180	200									hit-skill	44	100	6	aura	holy freeze	1	3	oskill	frozen orb	1	1	oskill	cold mastery	1	1	mana		75	75																	0
Baba Yaga's Needle	100	1		5		32	29	tsp	Throwing Spear			5	5000								dmg%		100	145					lifesteal		6	8	res-pois		25	40	move2		25	25					abs-mag		3	7																					0
Rhyme of the Bard	100	1		2		42	37	9ja	war javelin			5	5000	lpur	lpur						dmg%		200	250									charged	149	200	3	charged	138	200	3	charged	154	200	2	swing3		35	35																					0
Severalkill	100	1		5		36	31	9ja	War Javelin			5	5000	dyel	dyel						dmg%		165	210									res-cold		20	30	res-fire		20	30	heal-kill		12	12	crush		25	25																					0
Weeping at the Gate	100	1		2		45	43	9pi	great pilum			5	5000	lgrn	lgrn						dmg%		200	250									mana		65	65	dmg-to-mana		25	25	regen-mana		150	150	red-dmg%		10	15																					0
Trump of Jericho	100	1		5		37	35	9pi	Great Pilum			5	5000	lyel	lyel						dmg%		150	200					mag%		35	50	ac/lvl	10			swing2		25	25	str		25	25	dex		25	25	stam		75	75																	0
Cursed One	100	1		2		51	47	9s9	simbilan			5	5000	blac	blac						dmg%		200	250									gethit-skill	81	12	7	regen		-1	-1	dmg/lvl	6			str		15	25																					0
Hatemonger	100	1		5		44	38	9s9	Simbilan			5	5000								dmg%		140	225	ac-hth		200	300	regen		10	15	manasteal		7	7	lifesteal		7	7	dmg-throw		20	40	oskill	attract	5	5																					0
Blessed One	100	1		2		55	50	9gl	spiculum			5	5000	whit	whit						dmg%		215	265									aura	99	5	15	block		25	25	ac		70	100	all-stats		10	10	allskills		1	1																	0
Warbreeder	100	1		5		47	41	9gl	Spiculum			5	5000	blac	blac						dmg%		175	235					res-all		40	50	hp		75	75	oskill	charged strike	6	6	pierce-ltng		35	35	slow		15	15	dmg-ltng		1	250																	0
Blessings of Osiris	100	1		2		61	54	9ts	harpoon			5	5000	oran	oran						dmg%		225	270									oskill	lightning fury	3	5	pierce-ltng		10	10	res-ltng		35	60	abs-ltng%		15	15	hp%		10	15																	0
Bowel Twister	100	1		5		52	45	9ts	Harpoon			5	5000								dmg%		180	240									aura	118	9	15	res-ltng		65	65	abs-ltng%		35	35	noheal		1	1																					0
Arc of the Rainbow	100	1		1		61	55	7ja	Hyperion Javelin			5	5000								dmg%		180	250	ac-miss		200	300	dmg-fire		75	200	dmg-ltng		10	300	dmg-cold	200	100	140	swing3		40	40	addxp		5	10	gold%		200	200																	0
Summerstrike	100	1		1		65	61	7pi	Stygian Pilum			5	5000	cred	cred						dmg%		200	250					dmg-fire		300	500	abs-fire%		40	50	ethereal		1	1																													0
Throwing Axes																																																																					0
Tonguecutter	100	1		2		12	10	tax	throwing axe			5	5000								dmg%		100	150									bloody		1	1	lifesteal		5	7	manasteal		5	7	bar		1	1																					0
Solstice Edge	100	1		5		8	6	tax	Throwing Axe			5	5000	oran	oran						dmg-throw		4	12									dmg-fire		3	9	mag%		20	30	knock		1	1																									0
Timbersplitter	100	1		2		32	27	bal	balanced axe			5	5000	lgrn	lgrn						dmg%		175	200									pierce		25	25	oskill	critical strike	1	1	openwounds		35	35	res-ltng		15	15	abs-ltng%		5	5																	0
Spleen Feaster	100	1		5		26	22	bal	Balanced Axe			5	5000	dgrn	dgrn						dmg-norm		10	20					dmg-pois	150	122	122	noheal		1	1	dex		15	15	att%		30	30	deadly		20	40																					0
Timbersplitter	100	1		2		31	27	bal	balanced axe			5	5000	lgrn	lgrn						dmg%		175	200									pierce		25	25	oskill	critical strike	1	1	openwounds		35	35	res-ltng		15	15	abs-ltng%		5	5																	0
Instigator	100	1		2		61	54	9b8	hurlbat			5	5000	dgld	dgld						dmg%		225	270									bar		2	2	manasteal		6	6	swing2		25	25	balance3		30	30	gethit-skill	42	7	4																	0
Brainraver	100	1		5		55	47	9b8	Hurlbat			5	5000								dmg%		165	225									swing3		40	40	allskills		1	1	stupidity		2	2	slow		50	50																					0
Throwing Knifes																																																																					0
Subtle Slice	100	1		2		11	7	tkf	throwing knife			5	5000	lyel	lyel						dmg%		100	150									dmg-norm		4	8	deadly		35	35	dmg-pois	125	55	55	gethit-skill	36	14	3	dex		10	10																	0
Splinterbeam	100	1		5		5	4	tkf	Throwing Knife			5	5000	cgrn							dmg%		65	100					swing2		25	25	manasteal		3	6	res-cold		25	35	re-ltng		25	35	reduce-ac		10	15																					0
Initiator	100	1		2		25	22	bkf	balanced knife			5	5000	oran	oran						dmg%		170	200									dmg-throw		8	20	swing2		25	25	slow		20	20	aura	108	4	4	str		15	15	ease		-15	-15													0
Dead Scoffer	100	1		5		22	19	bkf	Balanced Knife			5	5000	blac	blac						dmg-throw		10	20	dmg%		50	75					heal-kill		8	10	oskill	raise skeleton	3	5	dmg-undead		350	350																									0
Silt Runner	100	1		2		46	42	9tk	battle dart			5	5000	dgry	dgry						dmg%		200	250									stupidity		2	2	lifesteal		8	8	move3		35	35	all-stats		20	20	hp		50	65																	0
